timestamp,NO1_consumption,NO1_temperature,NO2_consumption,NO2_temperature,NO3_consumption,NO3_temperature,NO4_consumption,NO4_temperature,NO5_consumption,NO5_temperature
2021-03-09 05:00:00+00:00,5535.128175,-2.1,5360.434499,-3.6,3662.292442,2.1,2590.09339,-11.3,2293.427694,-0.6
2021-03-09 06:00:00+00:00,6057.340492,-2.6,5652.003925,-4.4,3876.091361,1.4,2711.500811,-11.6,2422.116895,-0.6
2021-03-09 07:00:00+00:00,6172.456406,-2.6,5737.208275,-4.4,3966.985345,1.9,2758.190463,-11.8,2464.579253,-0.6
2021-03-09 08:00:00+00:00,5937.399111,-0.7,5614.201015,-2.7,3893.331771,1.5,2701.400109,-8.7,2446.378054,-0.6
2021-03-09 09:00:00+00:00,5712.369781,0.7,5481.025464,0.0,3828.723977,1.5,2660.084914,-8.3,2391.029439,1.1
2021-03-09 10:00:00+00:00,5510.024866,1.2,5345.745304,3.4,3777.128118,1.5,2607.958094,-5.8,2341.128262,4.2
2021-03-09 11:00:00+00:00,5326.470448,3.7,5241.112889,3.7,3737.387338,1.4,2559.976055,-5.2,2295.118872,5.5
2021-03-09 12:00:00+00:00,5189.930684,5.7,5152.98523,4.4,3689.304029,1.9,2570.851651,-5.0,2261.475154,6.1
2021-03-09 13:00:00+00:00,5169.305681,5.7,5105.695729,5.0,3674.029561,2.0,2567.49084,-4.6,2232.246943,6.6
2021-03-09 14:00:00+00:00,5202.335096,5.7,5067.003515,4.8,3680.610071,2.8,2591.353053,-4.5,2228.026743,6.5
2021-03-09 15:00:00+00:00,5333.239055,6.1,5079.914983,4.5,3686.636975,2.1,2574.332095,-4.7,2238.26991,6.4
2021-03-09 16:00:00+00:00,5404.426106,5.7,5057.594578,3.8,3695.497926,1.0,2628.608506,-5.3,2234.459534,5.4
2021-03-09 17:00:00+00:00,5476.21975,5.0,5182.416022,2.1,3761.277318,0.4,2667.804135,-5.8,2281.473902,3.6
2021-03-09 18:00:00+00:00,5400.503805,4.4,5317.306569,0.7,3793.320098,-0.2,2679.372115,-5.9,2272.933595,2.5
2021-03-09 19:00:00+00:00,5390.540707,3.5,5315.748748,0.4,3752.820795,-0.8,2665.530726,-6.2,2331.09963,1.7
2021-03-09 20:00:00+00:00,5286.068159,3.1,5246.423845,-0.1,3739.361382,-0.8,2643.411841,-6.3,2310.621033,1.6
2021-03-09 21:00:00+00:00,5046.337331,2.7,5110.813797,-1.1,3673.830385,-0.7,2584.062539,-6.1,2242.301329,1.7
2021-03-09 22:00:00+00:00,4814.614739,1.5,4941.462814,-0.8,3580.941081,-0.8,2504.44339,-6.2,2173.302902,1.5
2021-03-09 23:00:00+00:00,4631.019378,0.9,4799.095157,0.3,3506.870349,-1.5,2498.302264,-6.2,2120.045416,1.4
2021-03-10 00:00:00+00:00,4559.687062,-0.1,4732.039528,0.6,3481.784971,-1.7,2466.950346,-6.2,2087.649411,1.2
2021-03-10 01:00:00+00:00,4579.08934,-1.2,4730.539821,0.7,3462.903194,-2.2,2474.647289,-6.1,2081.10015,1.5
2021-03-10 02:00:00+00:00,4607.131325,-2.1,4730.686202,1.1,3470.179857,-2.6,2460.555146,-6.2,2076.829407,1.5
2021-03-10 03:00:00+00:00,4689.172535,-2.5,4776.318569,1.8,3486.759663,-2.6,2492.116691,-6.1,2083.399685,2.5
2021-03-10 04:00:00+00:00,4920.222672,-2.9,4891.804284,2.3,3542.565666,-2.4,2521.709504,-6.4,2114.850793,3.0
2021-03-10 05:00:00+00:00,5507.422477,-3.1,5229.040418,2.6,3720.090544,-2.3,2591.930566,-6.5,2229.345676,3.5
2021-03-10 06:00:00+00:00,6090.296761,-3.6,5580.254419,2.7,3930.521711,-2.2,2694.658628,-6.6,2371.856284,5.1
2021-03-10 07:00:00+00:00,6362.319192,-3.7,5625.647381,2.7,3946.932109,-2.3,2757.893861,-6.8,2423.370923,5.6
2021-03-10 08:00:00+00:00,6417.326,-3.6,5705.552678,2.9,3948.904609,-2.3,2753.644314,-6.8,2439.280714,5.7
2021-03-10 09:00:00+00:00,6421.950184,-3.4,5718.734981,2.5,3917.335104,-1.7,2670.314286,-6.9,2453.639478,5.8
2021-03-10 10:00:00+00:00,6398.628951,-3.2,5622.451696,0.7,3880.90792,-1.4,2628.21025,-6.4,2406.451436,5.3
2021-03-10 11:00:00+00:00,6338.725829,-3.2,5686.845666,0.7,3822.358988,-1.1,2576.910081,-5.8,2447.571988,4.4
2021-03-10 12:00:00+00:00,6309.373832,-2.8,5681.047199,0.8,3806.737377,-0.8,2562.049767,-5.4,2445.362554,4.1
2021-03-10 13:00:00+00:00,6274.295747,-2.0,5665.620555,0.7,3819.772601,-0.6,2571.428272,-5.2,2448.418887,2.8
2021-03-10 14:00:00+00:00,6309.701043,-1.4,5655.264214,1.1,3887.007406,-0.1,2578.42251,-5.0,2452.667414,3.0
2021-03-10 15:00:00+00:00,6388.663168,-1.0,5663.721652,1.9,3923.741927,-0.3,2559.851502,-5.0,2452.556327,3.8
2021-03-10 16:00:00+00:00,6363.04743,-1.0,5641.620367,2.2,3902.033879,-0.5,2597.981952,-5.1,2429.126155,4.6
2021-03-10 17:00:00+00:00,6371.098993,-1.0,5627.237758,2.5,3930.775107,-0.7,2648.233749,-5.5,2417.740638,4.8
2021-03-10 18:00:00+00:00,6267.470666,-1.0,5575.309296,2.5,3940.174615,-1.2,2562.546288,-5.7,2407.778222,5.0
2021-03-10 19:00:00+00:00,6141.915586,-0.7,5487.793342,2.8,3905.125156,-1.3,2562.147332,-5.9,2379.280149,5.5
2021-03-10 20:00:00+00:00,5987.966564,-0.7,5403.44633,2.8,3844.071275,-1.6,2610.39037,-6.4,2330.220723,5.9
2021-03-10 21:00:00+00:00,5727.621691,-1.1,5243.560691,2.3,3753.518183,-1.2,2539.243248,-6.7,2267.235778,6.0
2021-03-10 22:00:00+00:00,5419.211333,-1.0,5054.935183,2.2,3640.959743,-1.2,2518.60038,-6.3,2191.2618,5.2
2021-03-10 23:00:00+00:00,5177.379378,-1.1,4927.901426,2.3,3539.987652,-0.9,2470.730751,-6.1,2139.782009,5.0
2021-03-11 00:00:00+00:00,5058.56602,-1.2,4874.981729,1.9,3489.909703,-0.5,2427.280649,-5.8,2101.027935,4.7
2021-03-11 01:00:00+00:00,4995.897614,-1.1,4856.267659,2.0,3459.714283,-0.4,2434.591875,-5.9,2077.874127,4.7
2021-03-11 02:00:00+00:00,4987.903771,-1.1,4854.720962,2.4,3445.812572,-0.5,2428.748329,-6.1,2072.42754,4.6
2021-03-11 03:00:00+00:00,5051.926164,-1.1,4872.050737,2.4,3453.675617,-0.5,2435.038329,-6.5,2069.327045,4.5
2021-03-11 04:00:00+00:00,5235.950942,-1.0,4965.0638,3.1,3502.779717,-0.4,2483.080824,-6.7,2092.414458,4.5
2021-03-11 05:00:00+00:00,5723.738281,-1.0,5228.056042,3.6,3670.955718,0.2,2543.572286,-6.6,2205.750316,4.6
2021-03-11 06:00:00+00:00,6220.284615,-0.9,5495.809369,4.1,3869.645989,0.3,2646.772165,-6.7,2331.429601,4.2
2021-03-11 07:00:00+00:00,6423.337348,-0.5,5668.904979,4.3,3940.19428,0.4,2678.186302,-8.8,2377.557504,4.9
2021-03-11 08:00:00+00:00,6426.63162,0.0,5589.0414,4.9,3939.603395,0.6,2664.153501,-7.5,2382.930473,6.0
2021-03-11 09:00:00+00:00,6373.528111,0.1,5571.235775,6.4,3905.886109,1.0,2621.768965,-6.5,2374.019685,5.5
2021-03-11 10:00:00+00:00,6308.237581,0.3,5541.548606,6.7,3869.455013,1.4,2576.398755,-4.9,2356.806967,5.5
2021-03-11 11:00:00+00:00,6235.454684,0.5,5482.013087,6.8,3846.621615,2.3,2478.380087,-3.6,2337.684818,6.2
2021-03-11 12:00:00+00:00,6173.991121,0.6,5433.069718,6.8,3835.621596,2.7,2536.065364,-2.4,2315.027362,6.9
2021-03-11 13:00:00+00:00,6134.650611,0.7,5469.860162,6.6,3833.011545,2.9,2559.47303,-1.9,2323.045335,6.6
2021-03-11 14:00:00+00:00,6102.076748,0.8,5466.21086,6.4,3825.11947,2.9,2565.015423,-1.4,2335.096773,6.2
2021-03-11 15:00:00+00:00,6139.313873,1.1,5457.882928,6.0,3814.450682,3.2,2567.457636,-1.4,2352.998647,6.1
2021-03-11 16:00:00+00:00,6117.157006,1.1,5414.564592,6.0,3780.35734,3.1,2587.614983,-1.5,2351.049686,5.7
2021-03-11 17:00:00+00:00,6159.251921,0.9,5432.211171,6.1,3798.985079,3.1,2609.224823,-1.7,2379.609045,5.7
2021-03-11 18:00:00+00:00,6035.551821,0.9,5358.248589,6.3,3807.135717,3.0,2621.848557,-2.0,2380.504518,5.4
2021-03-11 19:00:00+00:00,5851.597286,1.1,5260.629186,6.1,3774.006358,3.1,2601.173111,-2.5,2345.654647,5.4
2021-03-11 20:00:00+00:00,5618.920469,0.9,5152.385405,5.9,3719.554384,3.0,2551.792001,-2.6,2312.024032,4.8
2021-03-11 21:00:00+00:00,5334.209619,0.9,5002.006994,5.8,3632.687137,3.3,2451.650926,-2.6,2226.478788,5.2
2021-03-11 22:00:00+00:00,5103.100284,0.9,4819.593565,5.7,3530.456831,3.3,2372.552784,-2.8,2149.702639,4.4
2021-03-11 23:00:00+00:00,4839.189075,0.9,4689.330091,4.8,3403.558786,3.4,2363.504657,-2.8,2088.464034,4.2
2021-03-12 00:00:00+00:00,4670.859088,0.5,4609.942813,4.7,3335.028409,3.2,2319.770455,-2.8,2059.148499,4.3
2021-03-12 01:00:00+00:00,4604.49521,0.5,4588.833932,2.3,3301.362918,1.9,2289.392229,-2.3,2044.624072,4.4
2021-03-12 02:00:00+00:00,4606.948106,0.2,4600.379118,1.9,3298.467382,0.8,2307.076349,-2.3,2032.62821,4.7
2021-03-12 03:00:00+00:00,4669.453356,0.2,4634.989354,2.3,3296.945165,0.9,2308.043658,-2.3,2041.449417,4.5
2021-03-12 04:00:00+00:00,4853.945002,0.1,4739.454524,2.9,3367.922164,1.6,2335.980011,-2.3,2072.215256,4.2
2021-03-12 05:00:00+00:00,5348.172919,0.0,5035.723867,4.1,3561.679845,1.4,2454.20492,-2.4,2180.17497,4.1
2021-03-12 06:00:00+00:00,5893.108186,-0.2,5357.779928,4.0,3729.072695,1.3,2600.92529,-2.3,2316.260268,3.9
2021-03-12 07:00:00+00:00,6075.464585,-0.3,5464.747547,4.6,3822.547095,1.9,2640.579372,-2.5,2364.965277,3.7
2021-03-12 08:00:00+00:00,5922.922432,0.0,5387.02209,4.8,3761.95869,2.6,2590.313633,-2.5,2354.906229,3.7
2021-03-12 09:00:00+00:00,5738.685257,0.0,5317.29858,5.8,3668.404506,3.0,2581.019124,-2.0,2341.476926,4.1
2021-03-12 10:00:00+00:00,5523.862165,0.5,5216.80633,6.1,3618.578177,4.0,2536.886392,-1.6,2330.519807,4.8
2021-03-12 11:00:00+00:00,5314.726574,2.4,5150.036692,5.7,3599.762241,3.9,2512.726119,-1.3,2301.576426,5.1
2021-03-12 12:00:00+00:00,5199.228305,4.2,5075.624679,4.6,3585.356905,6.2,2488.667617,-1.5,2288.983882,5.4
2021-03-12 13:00:00+00:00,5139.744561,4.9,5021.228414,5.9,3581.920184,6.5,2502.205393,-1.0,2296.820819,4.9
2021-03-12 14:00:00+00:00,5102.042145,6.1,4954.87497,5.7,3543.313386,7.5,2507.346749,-1.1,2296.008383,4.7
2021-03-12 15:00:00+00:00,5158.242327,5.3,4914.096987,6.3,3531.891506,6.6,2502.521918,-1.9,2296.606077,4.6
2021-03-12 16:00:00+00:00,5230.629299,4.7,4947.637915,6.1,3569.497553,5.5,2517.633811,-2.7,2292.881505,5.4
2021-03-12 17:00:00+00:00,5378.110235,4.3,5059.836971,5.3,3595.349255,4.7,2545.58569,-3.4,2329.458038,5.2
2021-03-12 18:00:00+00:00,5411.312581,3.1,5115.771141,4.4,3592.951473,4.0,2519.261496,-4.3,2346.164745,3.7
2021-03-12 19:00:00+00:00,5261.185868,2.9,5008.735202,3.2,3544.348237,1.6,2506.379245,-4.5,2307.342597,4.3
2021-03-12 20:00:00+00:00,5081.303629,1.1,4887.140192,2.9,3473.062499,0.6,2440.068397,-4.8,2262.395735,4.3
2021-03-12 21:00:00+00:00,4907.99429,0.0,4766.455055,2.6,3393.653473,0.7,2405.49238,-4.7,2199.934017,3.5
2021-03-12 22:00:00+00:00,4748.221413,-0.7,4650.23295,2.4,3321.447375,1.2,2348.791385,-4.7,2153.695573,3.8
2021-03-12 23:00:00+00:00,4613.782481,-1.2,4608.285559,3.0,3227.447653,0.1,2295.818962,-4.4,2103.251271,3.7
2021-03-13 00:00:00+00:00,4522.19931,-1.6,4559.255942,2.5,3249.808149,-0.5,2264.629526,-3.8,2059.707975,3.9
2021-03-13 01:00:00+00:00,4491.196131,-2.1,4532.184791,2.7,3232.021711,-0.3,2243.514002,-2.6,2040.606772,3.6
2021-03-13 02:00:00+00:00,4486.889005,-2.3,4511.989684,2.9,3218.404879,-0.1,2227.422161,-2.2,2030.5335,3.5
2021-03-13 03:00:00+00:00,4548.769888,-3.1,4520.864972,2.5,3214.577757,0.4,2250.601646,-1.9,2033.989703,3.8
2021-03-13 04:00:00+00:00,4638.634777,-3.2,4571.418892,2.8,3251.776648,0.6,2254.453612,-1.9,2048.459627,3.8
2021-03-13 05:00:00+00:00,4722.900201,-3.6,4649.861959,2.8,3309.509465,0.0,2272.933279,-1.9,2070.619373,3.9
2021-03-13 06:00:00+00:00,4846.374692,-2.9,4722.577169,3.0,3351.608366,-0.4,2288.076965,-2.3,2095.888729,4.0
2021-03-13 07:00:00+00:00,5058.423604,-1.3,4850.294692,2.8,3458.292634,-0.1,2370.68812,-2.7,2158.213489,4.0
2021-03-13 08:00:00+00:00,5231.827819,-0.9,4956.777136,4.1,3506.5177,0.2,2396.794733,-2.8,2226.696832,3.5
2021-03-13 09:00:00+00:00,5242.046799,-0.4,4998.21914,5.1,3517.248995,0.9,2424.464113,-2.7,2266.141353,3.9
2021-03-13 10:00:00+00:00,5181.024793,0.7,4908.469335,5.2,3477.232356,1.2,2406.188533,-2.4,2261.644969,2.6
2021-03-13 11:00:00+00:00,5042.158793,1.7,4788.829809,5.8,3422.354184,2.6,2359.090243,-2.3,2246.605513,3.0
2021-03-13 12:00:00+00:00,4967.027818,2.9,4780.060594,6.5,3363.024709,3.7,2343.520926,-2.1,2247.620872,3.4
2021-03-13 13:00:00+00:00,4932.527674,3.8,4734.103208,6.4,3327.246496,5.0,2338.705905,-1.9,2248.980144,3.0
2021-03-13 14:00:00+00:00,4906.345805,4.0,4693.611871,7.2,3342.985468,5.9,2313.982173,-1.8,2265.586453,2.2
2021-03-13 15:00:00+00:00,4978.127,4.2,4707.658649,7.2,3362.892129,6.1,2301.753756,-1.4,2272.173126,1.2
2021-03-13 16:00:00+00:00,5126.064116,3.9,4789.725943,5.8,3423.921343,5.2,2337.51682,-1.3,2281.452522,1.2
2021-03-13 17:00:00+00:00,5301.969104,2.9,4937.97403,5.1,3513.656412,3.4,2369.955586,-1.2,2310.549864,2.2
2021-03-13 18:00:00+00:00,5291.350916,2.5,4968.712715,4.0,3563.128415,1.6,2361.508558,-1.0,2322.048446,2.5
2021-03-13 19:00:00+00:00,5111.993344,2.0,4842.753991,3.9,3519.940136,0.0,2327.953597,-0.9,2265.449246,2.6
2021-03-13 20:00:00+00:00,4932.690904,1.7,4745.406893,3.5,3467.4573,-0.8,2282.103994,-1.2,2227.692716,2.0
2021-03-13 21:00:00+00:00,4816.199856,1.6,4659.808644,2.9,3438.161291,-1.7,2243.907811,-1.1,2182.981286,1.0
2021-03-13 22:00:00+00:00,4696.158409,1.1,4572.032157,3.4,3393.418293,-2.2,2201.510271,0.3,2134.679904,1.1
2021-03-13 23:00:00+00:00,4559.812911,0.8,4475.281907,3.3,3341.73055,-3.6,2173.817173,1.7,2096.81878,2.0
2021-03-14 00:00:00+00:00,4430.865677,0.8,4436.07954,3.4,3299.577928,-3.7,2146.935519,1.8,2064.350058,2.4
2021-03-14 01:00:00+00:00,4385.315441,0.8,4406.763375,3.2,3283.661537,-3.7,2134.935517,1.6,2044.635222,2.9
2021-03-14 02:00:00+00:00,4371.77871,0.3,4400.399893,2.3,3285.667308,-4.0,2128.283044,1.4,2032.02619,3.3
2021-03-14 03:00:00+00:00,4380.87188,0.3,4419.072435,2.7,3305.26686,-4.6,2130.885444,1.5,2035.582322,3.7
2021-03-14 04:00:00+00:00,4455.741465,-0.2,4456.568798,3.3,3350.197726,-5.2,2138.706958,1.6,2042.575691,3.3
2021-03-14 05:00:00+00:00,4514.449929,-0.3,4518.335284,3.1,3387.476645,-5.5,2130.955201,1.5,2065.277538,2.7
2021-03-14 06:00:00+00:00,4616.191425,-0.3,4554.566357,3.1,3424.015616,-5.9,2156.849414,1.5,2079.951244,2.6
2021-03-14 07:00:00+00:00,4798.17976,-0.1,4657.622059,3.2,3481.276547,-5.9,2196.776717,1.5,2131.322679,3.1
2021-03-14 08:00:00+00:00,4910.499465,0.3,4732.807179,3.4,3514.613756,-4.9,2239.735337,1.8,2187.431281,3.1
2021-03-14 09:00:00+00:00,4941.583856,0.6,4804.090712,4.0,3486.398411,-3.7,2266.403917,1.9,2224.191843,3.1
2021-03-14 10:00:00+00:00,4808.996978,0.9,4779.614616,5.3,3403.736914,-1.8,2252.859704,2.1,2228.797582,3.2
2021-03-14 11:00:00+00:00,4663.720471,3.3,4733.54057,6.2,3317.594884,0.5,2229.421735,2.0,2227.863002,3.7
2021-03-14 12:00:00+00:00,4556.69074,5.1,4711.835995,6.0,3284.43363,3.2,2224.519656,2.0,2225.915431,3.1
2021-03-14 13:00:00+00:00,4494.118881,6.1,4693.452642,5.9,3278.107798,2.3,2234.572366,2.2,2223.633213,2.9
2021-03-14 14:00:00+00:00,4536.345371,5.8,4701.449158,6.8,3290.224059,2.6,2253.880128,1.1,2238.287068,4.6
2021-03-14 15:00:00+00:00,4687.330657,5.3,4722.526331,6.3,3310.221107,2.7,2263.409029,1.0,2235.680396,4.7
2021-03-14 16:00:00+00:00,4870.976036,4.5,4745.69068,6.0,3349.308708,3.1,2280.356456,1.1,2230.5651,5.0
2021-03-14 17:00:00+00:00,5072.598706,3.6,4862.994156,5.7,3435.354533,2.9,2312.269299,0.6,2245.529365,4.5
2021-03-14 18:00:00+00:00,5105.025612,3.2,4918.148833,5.4,3501.957043,2.4,2351.049893,0.5,2279.458409,4.1
2021-03-14 19:00:00+00:00,5048.476628,3.2,4840.501198,5.3,3515.904631,0.9,2319.008744,0.2,2275.943661,3.7
2021-03-14 20:00:00+00:00,4932.910993,2.5,4739.100305,5.3,3519.906132,0.3,2327.719389,-0.1,2251.479424,3.7
2021-03-14 21:00:00+00:00,4760.967842,2.4,4627.614168,5.0,3478.575478,0.3,2288.239381,-0.1,2204.686283,3.2
2021-03-14 22:00:00+00:00,4593.477149,2.2,4486.566949,5.0,3409.214126,-0.2,2264.641473,0.1,2158.902852,2.7
2021-03-14 23:00:00+00:00,4444.03921,2.0,4391.28277,4.0,3332.213678,-0.6,2223.853563,-0.1,2115.018322,2.5
2021-03-15 00:00:00+00:00,4345.542742,1.5,4340.578535,3.8,3300.751373,-0.4,2186.539506,-0.3,2085.271152,1.4
2021-03-15 01:00:00+00:00,4353.469151,1.2,4332.758586,3.5,3260.686972,-0.4,2184.088046,-0.3,2073.646654,1.3
2021-03-15 02:00:00+00:00,4398.922252,0.8,4345.865546,3.1,3271.6393,-0.6,2190.410151,-0.5,2077.628504,0.4
2021-03-15 03:00:00+00:00,4525.744348,0.6,4420.584685,2.2,3325.735754,-0.5,2191.669197,-0.4,2089.401575,0.3
2021-03-15 04:00:00+00:00,4730.232154,0.5,4563.314669,1.3,3378.410835,-0.6,2219.533672,-0.5,2138.512758,0.1
2021-03-15 05:00:00+00:00,5246.737265,0.3,4931.613523,0.5,3555.105366,-0.4,2310.734131,-0.5,2264.734634,-0.3
2021-03-15 06:00:00+00:00,5794.252584,0.3,5292.222409,0.6,3787.310685,-0.3,2422.78732,-0.7,2401.704212,0.5
2021-03-15 07:00:00+00:00,5863.729767,0.6,5373.963741,0.9,3899.636264,-0.1,2459.399253,-0.5,2446.682917,0.2
2021-03-15 08:00:00+00:00,5641.968488,1.2,5255.17582,1.9,3884.244341,0.1,2456.162307,-0.2,2407.898932,0.5
2021-03-15 09:00:00+00:00,5418.335785,2.8,5116.074449,4.1,3838.001811,0.7,2439.155999,-0.1,2361.442951,2.4
2021-03-15 10:00:00+00:00,5226.372814,4.6,5011.463716,5.5,3790.858791,2.6,2399.976249,-0.1,2259.222361,4.7
2021-03-15 11:00:00+00:00,5102.330878,6.1,4924.082278,6.5,3746.543116,3.0,2395.61493,-0.2,2204.422062,5.8
2021-03-15 12:00:00+00:00,4978.596143,6.9,4846.723487,7.3,3725.644005,3.6,2333.313835,-0.4,2217.337626,8.0
2021-03-15 13:00:00+00:00,4908.168351,7.4,4804.886187,7.5,3719.47039,4.1,2328.367031,-0.3,2189.686978,8.4
2021-03-15 14:00:00+00:00,4906.906313,7.7,4767.690092,7.9,3735.015448,4.1,2343.167387,-0.1,2177.079994,9.2
2021-03-15 15:00:00+00:00,5022.056163,8.1,4808.10197,8.1,3745.462976,4.0,2335.838215,0.1,2205.072136,8.6
2021-03-15 16:00:00+00:00,5078.648976,7.6,4628.961033,7.3,3724.644026,3.6,2341.986358,0.2,2211.544482,6.4
2021-03-15 17:00:00+00:00,5197.315776,7.2,4926.441149,6.4,3750.416677,3.0,2364.072141,-0.1,2241.149368,5.3
2021-03-15 18:00:00+00:00,5280.641423,5.4,5042.956313,5.4,3768.027939,2.7,2377.439463,-0.7,2292.495976,4.5
2021-03-15 19:00:00+00:00,5218.459299,3.3,5013.108084,4.9,3719.3072,2.4,2343.377122,-0.4,2288.329805,3.8
2021-03-15 20:00:00+00:00,5079.297937,2.1,4921.810907,4.4,3667.570971,2.3,2323.220291,-0.3,2263.203333,3.2
2021-03-15 21:00:00+00:00,4868.856698,1.7,4800.968142,4.1,3584.976739,2.6,2282.76531,-0.6,2211.515444,3.0
2021-03-15 22:00:00+00:00,4643.373379,2.4,4635.451454,3.8,3461.287407,2.0,2227.748702,-1.8,2148.982063,2.7
2021-03-15 23:00:00+00:00,4475.144141,2.6,4554.493359,3.4,3362.96473,1.7,2197.230254,-2.3,2092.435278,2.4
2021-03-16 00:00:00+00:00,4365.36574,1.7,4491.615106,3.4,3315.761417,1.8,2184.674941,-1.8,2063.459252,1.9
2021-03-16 01:00:00+00:00,4314.271985,0.8,4483.433104,3.6,3292.86325,1.5,2183.366986,-2.9,2053.540052,1.2
2021-03-16 02:00:00+00:00,4325.561432,0.6,4501.640385,3.0,3278.550403,1.3,2207.093022,-3.8,2053.624707,1.1
2021-03-16 03:00:00+00:00,4394.853849,-0.5,4558.586471,2.4,3275.879337,0.9,2218.179515,-4.9,2073.661729,0.7
2021-03-16 04:00:00+00:00,4615.015867,-0.5,4702.79695,2.1,3341.99264,0.6,2231.713472,-4.8,2113.61407,0.6
2021-03-16 05:00:00+00:00,5184.575894,-0.6,5035.398968,1.9,3513.473298,0.2,2342.274561,-2.4,2249.215295,0.7
2021-03-16 06:00:00+00:00,5736.279968,-0.6,5321.876915,1.6,3741.66255,0.2,2431.423236,-1.7,2399.25854,-0.8
2021-03-16 07:00:00+00:00,5858.312165,0.0,5383.337173,1.7,3806.048563,-0.1,2485.867543,-2.2,2430.37459,-0.9
2021-03-16 08:00:00+00:00,5741.762891,0.9,5309.053919,2.4,3754.056564,0.7,2474.340737,-2.2,2392.592735,-0.7
2021-03-16 09:00:00+00:00,5572.852374,2.6,5229.778958,3.4,3699.600415,1.2,2415.100868,-2.1,2321.285979,2.8
2021-03-16 10:00:00+00:00,5409.284256,3.6,5117.399481,3.9,3635.166038,1.4,2431.249663,-2.2,2288.006601,4.8
2021-03-16 11:00:00+00:00,5286.853478,4.4,5040.025728,4.2,3599.857935,2.6,2406.501912,-2.0,2228.561727,5.5
2021-03-16 12:00:00+00:00,5135.399708,5.3,4988.200368,4.9,3582.69837,2.8,2409.281907,-2.1,2223.582292,6.4
2021-03-16 13:00:00+00:00,5096.069487,5.9,4970.810329,5.1,3583.699322,3.4,2416.932483,-2.2,2218.573449,6.3
2021-03-16 14:00:00+00:00,5104.307136,5.8,4932.459995,6.0,3582.066343,3.4,2342.819754,-2.2,2214.24352,6.6
2021-03-16 15:00:00+00:00,5183.216558,6.0,4967.703024,6.0,3584.644336,3.2,2412.030746,-2.3,2240.747702,6.3
2021-03-16 16:00:00+00:00,5249.088096,5.0,4977.491886,5.8,3568.896387,3.1,2427.892207,-2.6,2256.38903,5.1
2021-03-16 17:00:00+00:00,5378.146643,4.3,5059.560138,4.7,3600.398807,2.8,2477.337087,-4.2,2289.010747,4.5
2021-03-16 18:00:00+00:00,5445.24408,3.0,5177.245205,3.9,3631.269347,2.7,2494.936038,-3.9,2335.963915,4.3
2021-03-16 19:00:00+00:00,5365.586306,3.0,5142.965532,3.5,3616.318017,2.4,2473.391824,-4.2,2329.59017,2.9
2021-03-16 20:00:00+00:00,5208.801173,2.3,5065.304354,3.3,3557.622163,2.0,2455.862168,-4.3,2309.679373,1.8
2021-03-16 21:00:00+00:00,4966.37483,2.0,4929.021173,2.9,3493.282816,1.6,2421.279072,-4.3,2243.470602,1.2
2021-03-16 22:00:00+00:00,4711.580143,1.7,4755.765198,2.9,3405.702782,0.8,2369.347764,-4.9,2176.742095,1.5
2021-03-16 23:00:00+00:00,4537.539404,1.3,4647.026617,3.1,3321.367398,-0.7,2334.913486,-4.9,2123.943955,1.6
2021-03-17 00:00:00+00:00,4469.504018,0.8,4592.343897,3.1,3285.156027,-0.5,2313.083069,-4.6,2093.899626,1.8
2021-03-17 01:00:00+00:00,4486.515193,0.2,4582.307468,3.1,3258.624022,-0.4,2295.55728,-4.5,2081.288724,1.6
2021-03-17 02:00:00+00:00,4539.446615,-1.8,4602.967731,2.2,3244.717487,-1.7,2309.212135,-4.9,2080.850804,1.5
2021-03-17 03:00:00+00:00,4627.191979,-2.3,4659.044258,1.1,3261.265775,-2.3,2332.763241,-4.1,2099.840501,1.3
2021-03-17 04:00:00+00:00,4868.816053,-2.5,4774.72307,0.8,3298.603673,-3.1,2358.556412,-4.7,2147.310954,1.0
2021-03-17 05:00:00+00:00,5435.929593,-2.4,5078.926664,0.9,3450.83121,-4.0,2456.237154,-6.5,2274.560474,1.0
2021-03-17 06:00:00+00:00,5955.192173,-2.4,5381.069331,0.7,3679.438826,-4.0,2579.695022,-6.4,2415.567938,0.4
2021-03-17 07:00:00+00:00,6001.080596,-2.4,5451.808288,0.8,3702.291682,-3.8,2634.101585,-5.9,2446.705907,0.4
2021-03-17 08:00:00+00:00,5783.892879,-0.2,5352.463632,1.8,3675.092156,-2.5,2607.772919,-4.9,2403.043162,0.4
2021-03-17 09:00:00+00:00,5551.551244,0.9,5229.208566,3.1,3646.817025,-1.5,2571.625847,-4.8,2368.266413,2.6
2021-03-17 10:00:00+00:00,5364.031347,2.4,5047.014721,3.3,3588.946762,-0.6,2548.190596,-5.0,2315.241613,3.4
2021-03-17 11:00:00+00:00,5217.161592,4.1,5050.203286,4.1,3529.412397,0.4,2516.477684,-5.2,2265.818278,5.4
2021-03-17 12:00:00+00:00,5173.155665,4.1,5016.955036,5.4,3508.734817,1.3,2445.708228,-5.5,2240.521987,7.1
2021-03-17 13:00:00+00:00,5065.581402,4.1,4959.582384,5.8,3509.352246,1.8,2500.28286,-5.5,2223.664868,7.3
2021-03-17 14:00:00+00:00,5008.287245,4.8,4912.171527,5.5,3504.921403,2.0,2535.283765,-5.5,2227.882939,7.0
